member_id,customer_key,unaltered_customer_key,display_name,level_id,is_deleted,a_naturedescription,a_naturekey,a_natureparentkey,a_naturesorting,a_natureparentkeyms,a_naturemap2planning,a_naturemap2activite
368,645340,645340,645340 URRPIMMEC,65278,false,645340 URRPIMMEC,645340,645,645340,430MS,6XXXXX,PNL_00131
369,706701,706701,706701 Complément investissement Lacal R70600,65278,false,706701 Complément investissement Lacal R70600,706701,706,706701,706,7XXXXX,PNL_00150
370,706702,706702,706702 Exploitation Lacal R70600,65278,false,706702 Exploitation Lacal R70600,706702,706,706702,706,7XXXXX,PNL_00150
21,641420,641420,641420 Indemn. transport,65278,false,641420 Indemn. transport,641420,641,641420,520MS,6XXXXX,PNL_00131
1144,661425,661425,661425 Intérêts emprunts Bond 2020 TR,65278,false,661425 Intérêts emprunts Bond 2020 TR,661425,661,661425,661,6XXXXX,PNL_00179
1,615230,615230,615230 Bureaux-Batiments R61500,65278,false,615230 Bureaux-Batiments R61500,615230,615,615230,615,6XXXXX,PNL_00150
2,678800,678800,678800 Charges exceptionnelles diverses R67800,65278,false,678800 Charges exceptionnelles diverses R67800,678800,678,678800,678,6XXXXX,PNL_00150
3,649000,649000,649000 Produit Impôt CICE R64800,65278,false,649000 Produit Impôt CICE R64800,649000,649,649000,101MS,6XXXXX,PNL_00131
5,618500,618500,618500 Frais de Colloques - Séminaires - Conférences R61800,65278,false,618500 Frais de Colloques - Séminaires - Conférences R61800,618500,618,618500,618,618XXX,PNL_00150
6,606520,606520,606520 Equipement et pièces détachées informatiques R60600,65278,false,606520 Equipement et pièces détachées informatiques R60600,606520,606,606520,606,605XXX,PNL_00150
9,606400,606400,606400 Fournitures de bureau R60600,65278,false,606400 Fournitures de bureau R60600,606400,606,606400,606,606XXX,PNL_00150
11,787250,787250,787250 Reprises Amortissements dérogatoires R78720,65278,false,787250 Reprises Amortissements dérogatoires R78720,787250,787,787250,787,7XXXXX,PNL_00175
13,616430,616430,616430 Package / puits R61600,65278,false,616430 Package / puits R61600,616430,616,616430,616,6XXXXX,PNL_00150
14,764000,764000,764000 Revenus des valeurs mobilières de placement R76400,65278,false,764000 Revenus des valeurs mobilières de placement R76400,764000,764,764000,764,7XXXXX,PNL_00177
15,766300,766300,766300 Commission sur option de devise R76600,65278,false,766300 Commission sur option de devise R76600,766300,766,766300,766,7XXXXX,PNL_00150
16,603480,603480,603480 Équipement et PDR d'instrumentation R60310,65278,false,603480 Équipement et PDR d'instrumentation R60310,603480,603,603480,603,6XXXXX,PNL_00150
19,752000,752000,752000 Revenu des Immeubles non Prof. R75800,65278,false,752000 Revenu des Immeubles non Prof. R75800,752000,752,752000,752,7XXXXX,PNL_00150
20,616420,616420,616420 Risques industriels R61600,65278,false,616420 Risques industriels R61600,616420,616,616420,616,6XXXXX,PNL_00150
22,614000,614000,614000 Charges locatives et de copropriété R61300,65278,false,614000 Charges locatives et de copropriété R61300,614000,614,614000,614,6XXXXX,PNL_00150
23,626100,626100,626100 Services postaux R62600,65278,false,626100 Services postaux R62600,626100,626,626100,626,6XXXXX,PNL_00150
26,606500,606500,606500 Licences et logiciels R60600,65278,false,606500 Licences et logiciels R60600,606500,606,606500,606,6135XY,PNL_00150
27,641415,641415,641415 Personnel - indemnité d'installation R64100,65278,false,641415 Personnel - indemnité d'installation R64100,641415,641,641415,510MS,6XXXXX,PNL_00131
28,605xxx,605XXX,605XXX Matériel,65278,false,605XXX Matériel,605XXX,605,605XXX,605,,
34,603220,603220,603220 Matériel de laboratoire R60310,65278,false,603220 Matériel de laboratoire R60310,603220,603,603220,603,6XXXXX,PNL_00150
35,628100,628100,628100 Cotisations R62700,65278,false,628100 Cotisations R62700,628100,628,628100,628,628100,PNL_00205
36,603580,603580,603580 Équipement et pièces de rechange sous-marins R60310,65278,false,603580 Équipement et pièces de rechange sous-marins R60310,603580,603,603580,603,6XXXXX,PNL_00150
37,641301,641301,641301 Personnel - Prime 13e mois R64100,65278,false,641301 Personnel - Prime 13e mois R64100,641301,641,641301,110MS,6XXXXX,PNL_00131
38,651100,651100,"651100 Redevances concessions,brevets,licences R65800",65278,false,"651100 Redevances concessions,brevets,licences R65800",651100,651,651100,651,6135XY,PNL_00150
39,675650,675650,675650 Valeur compt immo financières cédées-Hors Groupe R67800,65278,false,675650 Valeur compt immo financières cédées-Hors Groupe R67800,675650,675,675650,675,6XXXXX,PNL_00150
731,104200,104200,104200 Prime de fusion,65278,false,104200 Prime de fusion,104200,10,104200,10,,BSH_00022
40,641300,641300,641300 Personnel - primes annuelles R64100,65278,false,641300 Personnel - primes annuelles R64100,641300,641,641300,130MS,6XXXXX,PNL_00131
42,603100,603100,603100 Équipement et pièces de rechange de tête de puits R60310,65278,false,603100 Équipement et pièces de rechange de tête de puits R60310,603100,603,603100,603,6XXXXX,PNL_00150
43,641302,641302,641302 Personnel - prime unité de performance R64100,65278,false,641302 Personnel - prime unité de performance R64100,641302,641,641302,150MS,6XXXXX,PNL_00131
47,695000,695000,695000 Impôt/bénéfices R69500,65278,false,695000 Impôt/bénéfices R69500,695000,695,695000,695,6XXXXX,PNL_00184
50,781501,781501,781501 Rep prov médailles du travail R78160,65278,false,781501 Rep prov médailles du travail R78160,781501,781,781501,781,7XXXXX,PNL_00190
53,641440,641440,641440 Personnel - Indemnités journalières R64100,65278,false,641440 Personnel - Indemnités journalières R64100,641440,641,641440,110MS,6XXXXX,PNL_00131
54,641200,641200,641200 Personnel - congés payés,65278,false,641200 Personnel - congés payés,641200,641,641200,120MS,6XXXXX,PNL_00131
337,645320,645320,645320 CREA R64500,65278,false,645320 CREA R64500,645320,645,645320,999MS,6XXXXX,PNL_00131
24,791400,791400,791400 TCE URRPIMMEC R79100,65278,false,791400 TCE URRPIMMEC R79100,791400,791,791400,999MS,7XXXXX,PNL_00131
58,616400,616400,616400 Tous risques chantiers R61600,65278,false,616400 Tous risques chantiers R61600,616400,616,616400,616,6XXXXX,PNL_00150
59,740000,740000,740000 Subvention d'exploitation R74000,65278,false,740000 Subvention d'exploitation R74000,740000,740,740000,740,7XXXXX,PNL_00150
60,791300,791300,791300 TCE encaissements IJ R79100,65278,false,791300 TCE encaissements IJ R79100,791300,791,791300,121MS,7XXXXX,PNL_00131
61,615549,615549,"615549 Travaux de chaudronnerie, tuyauterie, robinetterie R61500",65278,false,"615549 Travaux de chaudronnerie, tuyauterie, robinetterie R61500",615549,615,615549,615,6XXXXX,PNL_00150
62,654400,654400,654400 Pertes sur créances irrécouvrables des exercices a R65800,65278,false,654400 Pertes sur créances irrécouvrables des exercices a R65800,654400,654,654400,654,6XXXXX,PNL_00150
63,763000,763000,763000 Produits Bancaires R76200,65278,false,763000 Produits Bancaires R76200,763000,763,763000,763,7XXXXX,PNL_00150
66,603210,603210,603210 Essence et diesel (stock) R60310,65278,false,603210 Essence et diesel (stock) R60310,603210,603,603210,603,6XXXXX,PNL_00150
68,698100,698100,698100 Intégration fiscale-Charges R69800,65278,false,698100 Intégration fiscale-Charges R69800,698100,698,698100,698,6XXXXX,PNL_00184
69,641330,641330,641330 IFC,65278,false,641330 IFC,641330,641,641330,540MS,6XXXXX,PNL_00131
70,641450,641450,641450 Prime de Licenciement R64100,65278,false,641450 Prime de Licenciement R64100,641450,641,641450,112MS,6XXXXX,PNL_00131
71,615540,615540,615540 Entretien et réparations - installtions techniques R61500,65278,false,615540 Entretien et réparations - installtions techniques R61500,615540,615,615540,615,6XXXXX,PNL_00150
72,641211,641211,641211 Prime de scolarité R64100,65278,false,641211 Prime de scolarité R64100,641211,641,641211,530MS,6XXXXX,PNL_00131
73,625100,625100,625100 Frais de déplacement R62500,65278,false,625100 Frais de déplacement R62500,625100,625,625100,625,625XXX,PNL_00150
74,641210,641210,641210 Personnel - prime départ en vacances R64100,65278,false,641210 Personnel - prime départ en vacances R64100,641210,641,641210,530MS,6XXXXX,PNL_00131
75,615542,615542,615542 Entretien et réparations - Soudures R61500,65278,false,615542 Entretien et réparations - Soudures R61500,615542,615,615542,615,6XXXXX,PNL_00150
91,603201,603201,603201 Variation des stocks - Gaz R60310,65278,false,603201 Variation des stocks - Gaz R60310,603201,603,603201,603,6XXXXX,PNL_00150
92,602110,602110,602110 Différences de prix sur achats stockés (Pertes) R60100,65278,false,602110 Différences de prix sur achats stockés (Pertes) R60100,602110,602,602110,602,6XXXXX,PNL_00150
94,603202,603202,603202 Variation Fournitures magasin R60310,65278,false,603202 Variation Fournitures magasin R60310,603202,603,603202,603,6XXXXX,PNL_00150
95,641201,641201,641201 Personnel transfert solde ind. R64100,65278,false,641201 Personnel transfert solde ind. R64100,641201,641,641201,999MS,6XXXXX,PNL_00131
98,641445,641445,641445 Indemnités de mise à la retraite et départ négocié R64100,65278,false,641445 Indemnités de mise à la retraite et départ négocié R64100,641445,641,641445,111MS,6XXXXX,PNL_00131
163,611700,611700,611700 Mise à disposition réseau R61100,65278,false,611700 Mise à disposition réseau R61100,611700,611,611700,611,6XXXXX,PNL_00150
106,666400,666400,666400 Pertes change sur matériel en stock-compte SAP R66600,65278,false,666400 Pertes change sur matériel en stock-compte SAP R66600,666400,666,666400,666,6XXXXX,PNL_00150
109,707310,707310,707310 Ventes de Gaz non produit - négoce R70700,65278,false,707310 Ventes de Gaz non produit - négoce R70700,707310,707,707310,707,7XXXXX,PNL_00150
110,708400,708400,708400 Personnel détaché R70810,65278,false,708400 Personnel détaché R70810,708400,708,708400,920MS,7XXXXX,PNL_00131
111,6135yy,6135YY,6135YY Consommation infra cloud,65278,false,6135YY Consommation infra cloud,6135YY,613,6135YY,613,,
112,615537,615537,615537 Amenagements infrastructures R61500,65278,false,615537 Amenagements infrastructures R61500,615537,615,615537,615,6XXXXX,PNL_00150
113,615536,615536,"615536 Environnement, nettoyage, traitement R61500",65278,false,"615536 Environnement, nettoyage, traitement R61500",615536,615,615536,615,6XXXXX,PNL_00150
114,615xxx,615XXX,615XXX Entretiens et réparations du matériel informatique,65278,false,615XXX Entretiens et réparations du matériel informatique,615XXX,615,615XXX,615,,
115,61321x,61321X,61321X Location de bureaux,65278,false,61321X Location de bureaux,61321X,613,61321X,613,6XXXXX,
117,763100,763100,763100 Intérêts sur retard de paiement R76200,65278,false,763100 Intérêts sur retard de paiement R76200,763100,763,763100,763,7XXXXX,PNL_00179
119,791200,791200,791200 TCE sinistres réseau R79100,65278,false,791200 TCE sinistres réseau R79100,791200,791,791200,791,7XXXXX,PNL_00150
120,602100,602100,602100 Différences prix/achats stockés - cpte SAP R60100,65278,false,602100 Différences prix/achats stockés - cpte SAP R60100,602100,602,602100,602,6XXXXX,PNL_00150
121,606821,606821,606821 Achats Charbon Actif R60600,65278,false,606821 Achats Charbon Actif R60600,606821,606,606821,606,6XXXXX,PNL_00150
123,641455,641455,641455 Personnel - Intéressement R64800,65278,false,641455 Personnel - Intéressement R64800,641455,641,641455,720MS,6XXXXX,PNL_00131
125,602102,602102,602102 Swaps (achats de gaz) R60100,65278,false,602102 Swaps (achats de gaz) R60100,602102,602,602102,602,6XXXXX,PNL_00150
127,602101,602101,602101 Achats de gaz R60100,65278,false,602101 Achats de gaz R60100,602101,602,602101,602,6XXXXX,PNL_00150
157,611706,611706,611706 Entretien des locaux R61100,65278,false,611706 Entretien des locaux R61100,611706,611,611706,611,6XXXXX,PNL_00150
158,611705,611705,"611705 Etudes,conseil,ingenieurie R61100",65278,false,"611705 Etudes,conseil,ingenieurie R61100",611705,611,611705,611,611XXX,PNL_00165
159,611704,611704,611704 Etudes juridiques/fiscales R61100,65278,false,611704 Etudes juridiques/fiscales R61100,611704,611,611704,611,611XXX,PNL_00165
160,611703,611703,611703 Sécurité Lacq R61100,65278,false,611703 Sécurité Lacq R61100,611703,611,611703,611,6XXXXX,PNL_00150
537,603750,603750,603750 Outillage (stock) R60310,65278,false,603750 Outillage (stock) R60310,603750,603,603750,603,6XXXXX,PNL_00150
161,796000,796000,796000 Transfert de charges financières R79600,65278,false,796000 Transfert de charges financières R79600,796000,796,796000,796,7XXXXX,PNL_00150
162,611701,611701,611701 Topographie / domanial R61100,65278,false,611701 Topographie / domanial R61100,611701,611,611701,611,6XXXXX,PNL_00150
165,606120,606120,606120 Fournitures - gaz R60600,65278,false,606120 Fournitures - gaz R60600,606120,606,606120,606,6XXXXX,PNL_00150
166,661402,661402,661402 Intérêts emprunts Total 2 R66110,65278,false,661402 Intérêts emprunts Total 2 R66110,661402,661,661402,661,6XXXXX,PNL_00150
167,661401,661401,661401 Intérêts emprunts Groupe R66110,65278,false,661401 Intérêts emprunts Groupe R66110,661401,661,661401,661,6XXXXX,PNL_00150
168,661404,661404,661404 Intérêts compte courant Groupe R66110,65278,false,661404 Intérêts compte courant Groupe R66110,661404,661,661404,661,6XXXXX,PNL_00150
170,661403,661403,661403 Intérêts emprunts Total 3 R66110,65278,false,661403 Intérêts emprunts Total 3 R66110,661403,661,661403,661,6XXXXX,PNL_00150
178,661406,661406,661406 Intérêts emprunts Total 6000006 R66110,65278,false,661406 Intérêts emprunts Total 6000006 R66110,661406,661,661406,661,6XXXXX,PNL_00150
179,661405,661405,661405 Intérêts emprunts Total 6000005 R66110,65278,false,661405 Intérêts emprunts Total 6000005 R66110,661405,661,661405,661,6XXXXX,PNL_00150
180,626xxx,626XXX,626XXX Abonnements et consommation télécom,65278,false,626XXX Abonnements et consommation télécom,626XXX,626,626XXX,626,,
181,661408,661408,661408 Intérêts emprunts Total 6000008 R66110,65278,false,661408 Intérêts emprunts Total 6000008 R66110,661408,661,661408,661,6XXXXX,PNL_00150
182,791900,791900,791900 Transferts engagements sociaux R79100,65278,false,791900 Transferts engagements sociaux R79100,791900,791,791900,791,7XXXXX,PNL_00150
213,661420,661420,661420 Intérêts Emprunt Bond 2015 Stockage R66110,65278,false,661420 Intérêts Emprunt Bond 2015 Stockage R66110,661420,661,661420,661,6XXXXX,PNL_00150
214,766010,766010,766010 RXD s/emprunts - GAIN (réaffect.) R76600,65278,false,766010 RXD s/emprunts - GAIN (réaffect.) R76600,766010,766,766010,766,7XXXXX,PNL_00150
216,766011,766011,766011 RXD s/emprunts - GAIN R76600,65278,false,766011 RXD s/emprunts - GAIN R76600,766011,766,766011,766,7XXXXX,PNL_00150
218,607310,607310,607310 Achat de gaz R60700,65278,false,607310 Achat de gaz R60700,607310,607,607310,607,6XXXXX,PNL_00150
219,661422,661422,661422 Intérêts Emprunt RCF 2015 Stockage R66110,65278,false,661422 Intérêts Emprunt RCF 2015 Stockage R66110,661422,661,661422,661,6XXXXX,PNL_00150
220,661300,661300,661300 Intérêts emprunts sur ORA R66110 Non Oui Non,65278,false,661300 Intérêts emprunts sur ORA R66110 Non Oui Non,661300,661,661300,661,6XXXXX,PNL_00178
164,681140,681140,681140 Dot Amort constructions /sol d'autrui-prouvé R68112,65278,false,681140 Dot Amort constructions /sol d'autrui-prouvé R68112,681140,681,681140,681,6XXXXX,PNL_00171
222,635140,635140,635140 Taxes sur les véhicules de société R63700,65278,false,635140 Taxes sur les véhicules de société R63700,635140,635,635140,635,6XXXXX,PNL_00150
226,713400,713400,713400 Variation en-cours Services R71000,65278,false,713400 Variation en-cours Services R71000,713400,713,713400,713,7XXXXX,PNL_00150
227,671200,671200,"671200 Pénalités, amendes fiscales et pénales R67800",65278,false,"671200 Pénalités, amendes fiscales et pénales R67800",671200,671,671200,671,6XXXXX,PNL_00150
228,675800,675800,675800 Valeur compt autres él. actifs mis au rebut/cédés R67800,65278,false,675800 Valeur compt autres él. actifs mis au rebut/cédés R67800,675800,675,675800,675,6XXXXX,PNL_00150
229,616250,616250,616250 Assurance - TSU & cargaison maritime R61600,65278,false,616250 Assurance - TSU & cargaison maritime R61600,616250,616,616250,616,6XXXXX,PNL_00150
230,698900,698900,698900 Intégration fiscale-Produits R69800 Non Non Oui,65278,false,698900 Intégration fiscale-Produits R69800 Non Non Oui,698900,698,698900,698,6XXXXX,PNL_00150
234,661412,661412,661412 Intérêts emprunts STOCKAGE R66110,65278,false,661412 Intérêts emprunts STOCKAGE R66110,661412,661,661412,661,6XXXXX,PNL_00150
244,606210,606210,606210 Gasoil et diesel R60600,65278,false,606210 Gasoil et diesel R60600,606210,606,606210,606,6XXXXX,PNL_00150
245,661411,661411,661411 Intérêts emprunts TRANSPORT R66110,65278,false,661411 Intérêts emprunts TRANSPORT R66110,661411,661,661411,661,6XXXXX,PNL_00150
247,766001,766001,766001 Gains de change réalisés RXD -cpte technique SAP R76600,65278,false,766001 Gains de change réalisés RXD -cpte technique SAP R76600,766001,766,766001,766,7XXXXX,PNL_00150
249,661410,661410,661410 Intérêts emprunts Total 6000010 R66110,65278,false,661410 Intérêts emprunts Total 6000010 R66110,661410,661,661410,661,6XXXXX,PNL_00150
251,603068,603068,603068 Couronnes de carottier R60310,65278,false,603068 Couronnes de carottier R60310,603068,603,603068,603,6XXXXX,PNL_00150
252,661417,661417,661417 Intérêts Emprunt obligataire Transport R66110,65278,false,661417 Intérêts Emprunt obligataire Transport R66110,661417,661,661417,661,6XXXXX,PNL_00150
253,661416,661416,661416 Intérêts emprunts bancaires STOCKAGE R66110,65278,false,661416 Intérêts emprunts bancaires STOCKAGE R66110,661416,661,661416,661,6XXXXX,PNL_00150
254,661419,661419,661419 Intérêts Emprunt Bond 2015 Transport R66110,65278,false,661419 Intérêts Emprunt Bond 2015 Transport R66110,661419,661,661419,661,6XXXXX,PNL_00150
374,758100,758100,758100 Gains sur écart de règlement clients R75800,65278,false,758100 Gains sur écart de règlement clients R75800,758100,758,758100,758,7XXXXX,PNL_00167
256,622800,622800,622800 Honoraires et commissions R62200,65278,false,622800 Honoraires et commissions R62200,622800,622,622800,622,6XXXXX,PNL_00150
257,661418,661418,661418 Intérêts Emprunt euro PP Stockage R66110,65278,false,661418 Intérêts Emprunt euro PP Stockage R66110,661418,661,661418,661,6XXXXX,PNL_00150
225,791800,791800,791800 TCE Divers R79100,65278,false,791800 TCE Divers R79100,791800,791,791800,121MS,7XXXXX,PNL_00131
264,661204,661204,661204 Intérêts emprunts BNP/PARIBAS R66110,65278,false,661204 Intérêts emprunts BNP/PARIBAS R66110,661204,661,661204,661,6XXXXX,PNL_00150
267,661206,661206,661206 Intérêts emprunts Crédit Mutuel R66110,65278,false,661206 Intérêts emprunts Crédit Mutuel R66110,661206,661,661206,661,6XXXXX,PNL_00150
268,603170,603170,603170 Mat puits souter-Compl R60310,65278,false,603170 Mat puits souter-Compl R60310,603170,603,603170,603,6XXXXX,PNL_00150
269,661205,661205,661205 Intérêts emprunts Barclays 4 R66110,65278,false,661205 Intérêts emprunts Barclays 4 R66110,661205,661,661205,661,6XXXXX,PNL_00150
270,791820,791820,791820 TCE ASSEDIC R79100,65278,false,791820 TCE ASSEDIC R79100,791820,791,791820,791,7XXXXX,PNL_00150
271,603296,603296,603296 Fabrications - Stock Change Serv. Ext. R60310,65278,false,603296 Fabrications - Stock Change Serv. Ext. R60310,603296,603,603296,603,6XXXXX,PNL_00150
272,661200,661200,661200 Intérêts emprunts R66100 Non Oui Non,65278,false,661200 Intérêts emprunts R66100 Non Oui Non,661200,661,661200,661,6XXXXX,PNL_00180
275,603297,603297,603297 Mise au rebut R60310,65278,false,603297 Mise au rebut R60310,603297,603,603297,603,6XXXXX,PNL_00150
276,661202,661202,661202 Intérêts emprunts CA 2 R66100,65278,false,661202 Intérêts emprunts CA 2 R66100,661202,661,661202,661,6XXXXX,PNL_00150
277,603295,603295,603295 Fabrication - Consommations Serv. Ext R60310,65278,false,603295 Fabrication - Consommations Serv. Ext R60310,603295,603,603295,603,6XXXXX,PNL_00150
278,661201,661201,661201 Intérêts emprunts CA 1 R66100,65278,false,661201 Intérêts emprunts CA 1 R66100,661201,661,661201,661,6XXXXX,PNL_00150
280,768410,768410,768410 Intérêts USD compte courant Groupe R76820,65278,false,768410 Intérêts USD compte courant Groupe R76820,768410,768,768410,768,7XXXXX,PNL_00150
282,603298,603298,603298 Stock Inventory Differences R60310,65278,false,603298 Stock Inventory Differences R60310,603298,603,603298,603,6XXXXX,PNL_00150
283,791700,791700,791700 TCE AGF (CREA) R79100,65278,false,791700 TCE AGF (CREA) R79100,791700,791,791700,791,7XXXXX,PNL_00150
295,604012,604012,604012 Amenagements infrastructures R60400,65278,false,604012 Amenagements infrastructures R60400,604012,604,604012,604,6XXXXX,PNL_00150
299,604010,604010,604010 Travaux d'instrumentation R60400,65278,false,604010 Travaux d'instrumentation R60400,604010,604,604010,604,6XXXXX,PNL_00150
300,628400,628400,628400 Frais de recrutement R62800,65278,false,628400 Frais de recrutement R62800,628400,628,628400,628,6XXXXX,PNL_00154
301,638200,638200,638200 Charges fiscales exercices antérieurs R63700,65278,false,638200 Charges fiscales exercices antérieurs R63700,638200,638,638200,638,6XXXXX,PNL_00130
302,604013,604013,"604013 Environnement, nettoyage, traitement R60400",65278,false,"604013 Environnement, nettoyage, traitement R60400",604013,604,604013,604,6XXXXX,PNL_00150
303,604014,604014,604014 Travaux sur puits R60400,65278,false,604014 Travaux sur puits R60400,604014,604,604014,604,6XXXXX,PNL_00150
304,672000,672000,672000 Charges exceptionnelles / exercices antérieurs R67800,65278,false,672000 Charges exceptionnelles / exercices antérieurs R67800,672000,672,672000,672,6XXXXX,PNL_00150
305,615250,615250,615250 Entretien et réparations - habitations R61500,65278,false,615250 Entretien et réparations - habitations R61500,615250,615,615250,615,6XXXXX,PNL_00150
306,651300,651300,651300 Redevances occupation domaine public R65800,65278,false,651300 Redevances occupation domaine public R65800,651300,651,651300,651,6XXXXX,PNL_00150
307,616100,616100,616100 Responsabilité civile R61600,65278,false,616100 Responsabilité civile R61600,616100,616,616100,616,6XXXXX,PNL_00150
371,706703,706703,706703 Intérêts Filacal R70600,65278,false,706703 Intérêts Filacal R70600,706703,706,706703,706,7XXXXX,PNL_00150
373,758101,758101,758101 Arrondi-produits R75800,65278,false,758101 Arrondi-produits R75800,758101,758,758101,758,7XXXXX,PNL_00150
375,658300,658300,658300 Autres charges de gestion courante R65800,65278,false,658300 Autres charges de gestion courante R65800,658300,658,658300,658,6XXXXX,PNL_00150
376,635301,635301,635301 Frais d'approche / Douanes Stockés R63700,65278,false,635301 Frais d'approche / Douanes Stockés R63700,635301,635,635301,635,6XXXXX,PNL_00150
377,635300,635300,635300 Frais d'approche / Douanes non Stockés R63700,65278,false,635300 Frais d'approche / Douanes non Stockés R63700,635300,635,635300,635,6XXXXX,PNL_00150
378,7xxxxx,7XXXXX,7XXXXX - Produits,65278,false,7XXXXX - Produits,7XXXXX,7,7XXXXX,7,,
379,622xxx,622XXX,622XXX Conseil,65278,false,622XXX Conseil,622XXX,622,622XXX,622,,
380,627800,627800,627800 Frais et commissions bancaires R62700,65278,false,627800 Frais et commissions bancaires R62700,627800,627,627800,627,6XXXXX,PNL_00167
381,623500,623500,623500 Objets publicitaires R62300,65278,false,623500 Objets publicitaires R62300,623500,623,623500,623,6XXXXX,PNL_00150
382,648500,648500,648500 Abondement PEC,65278,false,648500 Abondement PEC,648500,648,648500,310MS,6XXXXX,PNL_00131
384,606290,606290,606290 Fournitures de sécurité et vétements de protection R60600,65278,false,606290 Fournitures de sécurité et vétements de protection R60600,606290,606,606290,606,6XXXXX,PNL_00150
392,624700,624700,624700 Transport du personnel du groupe R62400,65278,false,624700 Transport du personnel du groupe R62400,624700,624,624700,624,618XXX,PNL_00150
25,641410,641410,641410 Personnel - indemnité de résidence R64100,65278,false,641410 Personnel - indemnité de résidence R64100,641410,641,641410,510MS,6XXXXX,PNL_00131
393,666061,666061,666061 Pertes Provisoires de RXD R66600,65278,false,666061 Pertes Provisoires de RXD R66600,666061,666,666061,666,6XXXXX,PNL_00150
400,611505,611505,611505 Prestation de TGE Gaz coussin R61100,65278,false,611505 Prestation de TGE Gaz coussin R61100,611505,611,611505,611,6XXXXX,PNL_00150
401,611504,611504,611504 Assistance micro informatique R61100,65278,false,611504 Assistance micro informatique R61100,611504,611,611504,611,611XXX,PNL_00148
402,611503,611503,611503 Assistance et Maintenance des logiciels R61100,65278,false,611503 Assistance et Maintenance des logiciels R61100,611503,611,611503,611,611XXX,PNL_00150
404,611502,611502,611502 Etude de développements informatiques R61100,65278,false,611502 Etude de développements informatiques R61100,611502,611,611502,611,611XXX,PNL_00150
405,611501,611501,611501 Frais de transit R61100,65278,false,611501 Frais de transit R61100,611501,611,611501,611,6XXXXX,PNL_00150
177,638,638,638 Autres charges,65278,false,638 Autres charges,638,63,638,63,,
448,70,70,"70 Ventes, Prestations",65278,false,"70 Ventes, Prestations",70,7,70,7,,
449,71,71,71 Production stockée,65278,false,71 Production stockée,71,7,71,7,,
407,658200,658200,658200 Revalorisation Stock gain R65800,65278,false,658200 Revalorisation Stock gain R65800,658200,658,658200,658,6XXXXX,PNL_00150
408,671300,671300,"671300 Dons, libéralités R67800",65278,false,"671300 Dons, libéralités R67800",671300,671,671300,671,6XXXXX,PNL_00150
409,666051,666051,666051 RXD s/banques - PERTE R66600,65278,false,666051 RXD s/banques - PERTE R66600,666051,666,666051,666,6XXXXX,PNL_00181
410,666050,666050,666050 RXD s/banques - PERTE (réaffect.) R66600,65278,false,666050 RXD s/banques - PERTE (réaffect.) R66600,666050,666,666050,666,6XXXXX,PNL_00150
412,648400,648400,648400 Personnel - tickets de repas,65278,false,648400 Personnel - tickets de repas,648400,648,648400,550MS,6XXXXX,PNL_00131
413,722000,722000,722000 Immo corporelles produites/financées par la sté R72000,65278,false,722000 Immo corporelles produites/financées par la sté R72000,722000,722,722000,722,7XXXXX,PNL_00150
414,606390,606390,606390 Fournitures techniques/matières consommables techn R60600,65278,false,606390 Fournitures techniques/matières consommables techn R60600,606390,606,606390,606,6XXXXX,PNL_00150
419,766061,766061,766061 Gains Provisoires de RXD R76600,65278,false,766061 Gains Provisoires de RXD R76600,766061,766,766061,766,7XXXXX,PNL_00150
421,768000,768000,768000 Intérêts bancaires reçus R76820,65278,false,768000 Intérêts bancaires reçus R76820,768000,768,768000,768,7XXXXX,PNL_00150
427,766060,766060,766060 RXD gai sur Billing de l'opérateur R76600,65278,false,766060 RXD gai sur Billing de l'opérateur R76600,766060,766,766060,766,7XXXXX,PNL_00150
431,621410,621410,621410 Personnel du groupe - Résident,65278,false,621410 Personnel du groupe - Résident,621410,621,621410,920MS,6XXXXX,PNL_00131
434,648410,648410,648410 Personnel-cantines,65278,false,648410 Personnel-cantines,648410,648,648410,550MS,6XXXXX,PNL_00131
436,611605,611605,611605 Pression de livraison R61100,65278,false,611605 Pression de livraison R61100,611605,611,611605,611,6XXXXX,PNL_00150
437,611603,611603,611603 Gardiennage/surveillance R61100,65278,false,611603 Gardiennage/surveillance R61100,611603,611,611603,611,6XXXXX,PNL_00150
438,702300,702300,702300 Ventes de Gaz Naturel R70700,65278,false,702300 Ventes de Gaz Naturel R70700,702300,702,702300,702,7XXXXX,PNL_00150
440,611600,611600,611600 Frais de stockage (inter) R61100,65278,false,611600 Frais de stockage (inter) R61100,611600,611,611600,611,6XXXXX,PNL_00150
441,608200,608200,608200 Coûts supplémentaires intégrés aux achats stockés R60500,65278,false,608200 Coûts supplémentaires intégrés aux achats stockés R60500,608200,608,608200,608,6XXXXX,PNL_00150
442,658102,658102,658102 Petites différences R65800,65278,false,658102 Petites différences R65800,658102,658,658102,658,6XXXXX,PNL_00150
17,6,6,6 - COMPTES DE CHARGES,65278,false,6 - COMPTES DE CHARGES,6,Nature_Total,6,Nature_Total,,
445,658100,658100,658100 Différences paiement arrondissement-compte SAP R65800,65278,false,658100 Différences paiement arrondissement-compte SAP R65800,658100,658,658100,658,6XXXXX,PNL_00167
30,615560,615560,615560 Entretien et réparations - matériel informatique R61500,65278,false,615560 Entretien et réparations - matériel informatique R61500,615560,615,615560,615,615XXX,PNL_00150
